"baumnummer,C,20","hochwert,N,19,11","rechtswert,N,19,11","ga_lang,C,80","GEBIET,C,80","STRASSE,C,100"
" 420",6075635.74454,3527763.08726,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 400",6075629.42268,3527765.52418,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1350",6075718.99654,3527718.95893,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1330",6075705.05783,3527724.65685,"Tilia  species, Linde","Grünflächen","Wolfgang-Prinz-Park"
" 1450",6075719.59738,3527705.60449,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1460",6075712.06294,3527708.71244,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1510",6075699.86656,3527707.67646,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1420",6075718.27885,3527687.89855,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1630",6075710.53839,3527684.5316,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1520",6075690.40142,3527698.7764,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1610",6075687.29347,3527687.94564,"Acer pseudoplatanus 'Atropurpureum', Sorte vom Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1320",6075701.08459,3527730.02514,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1480",6075707.07137,3527715.1638,"Tilia x vulgaris, Holländische Linde","Grünflächen","Wolfgang-Prinz-Park"
" 1490",6075701.46763,3527719.30775,"Tilia cordata, Winter-Linde","Grünflächen","Wolfgang-Prinz-Park"
" 1310",6075696.14011,3527734.65175,"Tilia cf. platyphyllos, Sommerlinde","Grünflächen","Wolfgang-Prinz-Park"
" 1600",6075671.56533,3527696.32771,"Populus  species, Pappel","Grünflächen","Wolfgang-Prinz-Park"
" 1590",6075667.60975,3527697.97587,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1540",6075665.82032,3527704.42723,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 1580",6075659.88695,3527701.46054,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5360",6075653.12163,3527697.40044,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Wolfgang-Prinz-Park"
" 1570",6075650.98689,3527713.04474,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 1560",6075651.08107,3527718.78975,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 360",6075651.40479,3527742.924,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 370",6075646.63298,3527743.61466,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 380",6075633.25935,3527749.39106,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 390",6075625.72491,3527753.34664,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 350",6075641.9789,3527738.41903,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 340",6075630.63015,3527742.98679,"Tilia  species, Linde","Grünflächen","Wolfgang-Prinz-Park"
" 320",6075642.88774,3527727.05145,"Tilia  species, Linde","Grünflächen","Wolfgang-Prinz-Park"
" 260",6075620.81536,3527734.89198,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 250",6075619.44975,3527733.29091,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 270",6075626.56037,3527728.34643,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 310",6075636.60315,3527725.39544,"Tilia cordata, Winter-Linde","Grünflächen","Wolfgang-Prinz-Park"
" 5210",6075717.81891,3527666.63167,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5200",6075713.01571,3527661.65894,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 4990",6075720.70084,3527639.51711,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 5000",6075718.36045,3527632.10511,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 5010",6075716.14721,3527624.14686,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 5130",6075700.68748,3527640.58135,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5150",6075688.99969,3527649.57559,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5110",6075695.55465,3527636.34323,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5100",6075682.28462,3527639.68664,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5090",6075673.6671,3527641.75861,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5040",6075692.49849,3527629.65641,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5050",6075676.5867,3527632.81146,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5070",6075656.73816,3527640.20463,"Sorbus aucuparia, Gemeine Eberesche","Grünflächen","Wolfgang-Prinz-Park"
" 5220",6075701.69051,3527674.93839,"Acer pseudoplatanus 'Atropurpureum', Sorte vom Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 5330",6075680.42926,3527684.09273,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 5320",6075676.31357,3527677.32116,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 5270",6075652.50004,3527646.49588,"Prunus cf. serrulata, Grannen-Kirsche","Grünflächen","Wolfgang-Prinz-Park"
" 5280",6075646.95752,3527644.73471,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Grünflächen","Wolfgang-Prinz-Park"
" 5380",6075657.78356,3527684.5448,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Wolfgang-Prinz-Park"
" 5390",6075649.36383,3527675.26802,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 70",6075640.11801,3527670.63177,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 60",6075638.37567,3527691.06894,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 30",6075627.33041,3527681.33573,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 220",6075612.9959,3527704.51929,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 230",6075615.30842,3527713.50254,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 210",6075610.09985,3527693.11168,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 200",6075607.69825,3527684.24694,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 190",6075606.17959,3527677.50126,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 180",6075604.37838,3527670.72027,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 80",6075635.73862,3527650.10043,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 110",6075625.53892,3527649.20199,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 140",6075609.18159,3527648.47013,"Acer platanoides, Spitz-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 4490",6075805.71813,3527623.23008,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Wolfgang-Prinz-Park"
" 10",6075507.78,3527257.35,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 20",6075512.16,3527271.58,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 30",6075516.15,3527285.08,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 40",6075519.709,3527298.057,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 50",6075524.27,3527312.9,"Tilia x euchlora, Krim-Linde","Straßen","Ostseebadweg"
" 60",6075528.72,3527327.16,"Tilia x euchlora, Krim-Linde","Straßen","Ostseebadweg"
" 70",6075532.72,3527341.24,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 80",6075537.10543,3527354.88822,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 90",6075541.14,3527370.01,"Tilia cordata, Winter-Linde","Straßen","Ostseebadweg"
" 100",6075545.63,3527384.12,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 110",6075550.44,3527400.18,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 120",6075554.2,3527412.61,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 130",6075558.27,3527426.86,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 140",6075569.693,3527462.952,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 150",6075573.55,3527475.92,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 160",6075577.632,3527489.968,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 170",6075581.862,3527503.16,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 180",6075585.906,3527517.458,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 190",6075590.811,3527532.102,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 200",6075594.723,3527545.729,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 210",6075599.254,3527558.454,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 230",6075608.992,3527586.609,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 240",6075615.103,3527603.312,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 260",6075623.29,3527626.797,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 270",6075518.03,3527254.47,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 280",6075522.15,3527268.02,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 300",6075530.27,3527296.56,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 310",6075534.6,3527310.36,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 320",6075538.99,3527324.93,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 340",6075547.75,3527353.21,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 350",6075552.05,3527367.42,"Tilia cordata, Winter-Linde","Straßen","Ostseebadweg"
" 370",6075560.28,3527395.53,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 390",6075568.58,3527423.86,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 400",6075575.24719,3527445.98864,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 410",6075579.13658,3527459.79992,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 420",6075583.42284,3527473.45245,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 430",6075587.55034,3527486.86685,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 440",6075591.663,3527500.856,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 450",6075595.742,3527514.506,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 470",6075604.624,3527542.214,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 480",6075609.621,3527556.276,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 500",6075619.154,3527583.616,"Tilia cordata, Winter-Linde","Straßen","Ostseebadweg"
" 510",6075623.835,3527597.062,"Tilia x vulgaris, Holländische Linde","Straßen","Ostseebadweg"
" 520",6075628.757,3527610.576,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 530",6075633.371,3527624.323,"Tilia platyphyllos, Sommer-Linde","Straßen","Ostseebadweg"
" 10",6075567.75241,3529557.97544,"Prunus cerasifera 'Nigra', Blutpflaume","Straßen","Parkhof"
" 20",6075561.91071,3529551.23503,"Prunus cerasifera 'Nigra', Blutpflaume","Straßen","Parkhof"
" 30",6075569.10049,3529550.3363,"Prunus cerasifera 'Nigra', Blutpflaume","Straßen","Parkhof"
" 40",6075593.81535,3529555.72864,"Prunus cerasifera 'Nigra', Blutpflaume","Straßen","Parkhof"
" 50",6075602.95236,3529557.67587,"Prunus cerasifera 'Nigra', Blutpflaume","Straßen","Parkhof"
" 70",6075592.46727,3529563.81714,"Prunus cerasifera 'Nigra', Blutpflaume","Straßen","Parkhof"
" 20",6073896.593,3527239.379,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 50",6073905.367,3527223.438,"Aesculus hippocastanum, Roßkastanie","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 70",6073887.41,3527218.45,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 110",6073880.352,3527236.027,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 120",6073871.369,3527234.099,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 140",6073868.166,3527228.713,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 150",6073869.563,3527221.898,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 160",6073877.891,3527216.965,"Tilia cordata, Winter-Linde","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 170",6073870.22,3527216.229,"Aesculus hippocastanum, Roßkastanie","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 180",6073856.398,3527207.804,"Aesculus hippocastanum, Roßkastanie","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 200",6073852.842,3527218.224,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 220",6073854.05,3527230.522,"Crataegus oxyacantha aggr., Zweigriffliger Weißdorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 240",6073838.578,3527204.508,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 250",6073837.051,3527211.607,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 260",6073835.568,3527219.013,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 270",6073834.115,3527226.316,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 300",6073818.751,3527267.471,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 310",6073816.91,3527276.155,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 330",6073813.878,3527290.922,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 340",6073812.199,3527299.291,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 350",6073810.445,3527307.594,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 360",6073808.737,3527315.701,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 370",6073807.279,3527323.198,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Arbeitsamt und Waldstr."
" 30",6073251.118,3528251.509,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Parkplatz Hafendamm"
" 40",6073249.304,3528266.448,"Fraxinus excelsior, Gemeine Esche","Grünflächen","Parkplatz Hafendamm"
" 50",6073247.43926,3528276.62754,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Parkplatz Hafendamm"
" 60",6073247.43926,3528294.30948,"Betula pendula, Sand-Birke","Grünflächen","Parkplatz Hafendamm"
" 70",6073237.14679,3528296.06888,"Tilia cordata, Winter-Linde","Grünflächen","Parkplatz Hafendamm"
" 80",6073228.17386,3528296.5967,"Tilia platyphyllos, Sommer-Linde","Grünflächen","Parkplatz Hafendamm"
" 90",6073221.22424,3528294.22151,"Tilia platyphyllos, Sommer-Linde","Grünflächen","Parkplatz Hafendamm"
" 100",6073218.916,3528281.569,"Tilia x vulgaris, Holländische Linde","Grünflächen","Parkplatz Hafendamm"
" 105",6073206.471,3528288.294,"Robinia pseudoacacia 'Monophylla', Einblättrige Robinie","Grünflächen","Parkplatz Hafendamm"
" 120",6073210.173,3528271.402,"Tilia x vulgaris, Holländische Linde","Grünflächen","Parkplatz Hafendamm"
" 130",6073210.503,3528265.998,"Tilia cordata, Winter-Linde","Grünflächen","Parkplatz Hafendamm"
" 140",6073205.64,3528272.121,"Tilia x vulgaris, Holländische Linde","Grünflächen","Parkplatz Hafendamm"
" 150",6073203.89,3528266.633,"Tilia x vulgaris, Holländische Linde","Grünflächen","Parkplatz Hafendamm"
" 160",6073194.815,3528266.938,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Parkplatz Hafendamm"
" 10",6076830.75,3531184.21,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Solitüder Str./ Schöne Aussicht"
" 20",6076846.17,3531178.37,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Solitüder Str./ Schöne Aussicht"
" 30",6076864.57,3531171.98,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Solitüder Str./ Schöne Aussicht"
" 40",6076880.72,3531166.33,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Solitüder Str./ Schöne Aussicht"
" 50",6076897.53,3531160.43,"Acer platanoides, Spitz-Ahorn","Straßen","Parkplatz Solitüder Str./ Schöne Aussicht"
" 10",6071682.25704,3528060.3273,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 20",6071692.05181,3528059.15527,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 30",6071698.83281,3528042.99809,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 40",6071703.5209,3528040.57032,"Acer campestre, Feld-Ahorn","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 60",6071706.36724,3528029.4361,"Corylus colurna, Baum-Hasel","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 70",6071706.03238,3528017.12985,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 80",6071712.22736,3528017.96701,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parkplatz Tegelbarg/Schleswiger Str."
" 10",6073572.36,3528827.43,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 40",6073582.8,3528798.41,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 50",6073588.2042,3528786.76282,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 70",6073606.77799,3528752.57859,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 80",6073616.77926,3528737.33856,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 90",6073623.65844,3528727.17853,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 100",6073628.52678,3528721.19894,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 110",6073639.85097,3528708.92225,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 180",6073585.3467,3528772.68696,"Sorbus aucuparia, Gemeine Eberesche","Straßen","Parsevallstr. / Bachstr."
" 200",6073594.5013,3528755.96526,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 210",6073599.15798,3528748.18649,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 240",6073619.99,3528718.38,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Parsevallstr. / Bachstr."
" 10",6073606.99081,3528853.80764,"Betula pendula, Sand-Birke","Grünflächen","Parsevalstr./Bismarckstr."
" 20",6073600.53496,3528852.32597,"Betula pendula, Sand-Birke","Grünflächen","Parsevalstr./Bismarckstr."
" 30",6073594.71411,3528850.31513,"Betula pendula, Sand-Birke","Grünflächen","Parsevalstr./Bismarckstr."
" 40",6073586.35326,3528849.15096,"Fagus sylvatica, Rotbuche","Grünflächen","Parsevalstr./Bismarckstr."
" 50",6073584.97743,3528847.66929,"Fagus sylvatica, Rotbuche","Grünflächen","Parsevalstr./Bismarckstr."
" 60",6073583.07242,3528846.71679,"Fagus sylvatica, Rotbuche","Grünflächen","Parsevalstr./Bismarckstr."
" 70",6073581.37909,3528847.45762,"Fagus sylvatica, Rotbuche","Grünflächen","Parsevalstr./Bismarckstr."
" 80",6073580.10909,3528845.76429,"Fagus sylvatica, Rotbuche","Grünflächen","Parsevalstr./Bismarckstr."
" 20",6074923.76856,3527104.73837,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Petritreppe"
" 30",6074931.415,3527102.679,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Petritreppe"
" 40",6074931.49901,3527107.15413,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Petritreppe"
" 50",6074934.55898,3527109.73095,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Petritreppe"
" 70",6074931.49901,3527120.11874,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Petritreppe"
" 80",6074925.4596,3527118.1056,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Petritreppe"
" 90",6074918.2123,3527114.24038,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Petritreppe"
" 120",6074914.34708,3527123.58134,"Aesculus hippocastanum, Roßkastanie","Grünflächen","Petritreppe"
" 130",6074913.05867,3527125.59448,"Acer platanoides, Spitz-Ahorn","Grünflächen","Petritreppe"
" 10",6072901.94422,3528368.96898,"Tilia x vulgaris, Holländische Linde","Grünflächen","Karlstraße / Plankemai"
" 10",6072092.58258,3527098.25104,"Tilia platyphyllos, Sommer-Linde","Grünflächen","Prof.-Mensing-Str."
" 20",6072093.4151,3527122.5329,"Larix kaempferi, Japanische Lärche","Grünflächen","Prof.-Mensing-Str."
" 30",6072096.32892,3527124.33669,"Larix kaempferi, Japanische Lärche","Grünflächen","Prof.-Mensing-Str."
" 60",6072098.54898,3527133.5638,"Pinus sylvestris, Gemeine Kiefer","Grünflächen","Prof.-Mensing-Str."
" 40",6073855.249,3528342.975,"Tilia x vulgaris, Holländische Linde","Grünflächen","Pumpstation"
